year,player_id,overall_rating,attacking_work_rate,defensive_work_rate,crossing,ball_control,dribbling
2013,94280,65.0,low,medium,35.0,51.0,49.0
2012,94280,61.0,low,medium,35.0,52.0,49.0
2014,114068,60.0,medium,high,58.0,55.0,55.0
2013,114068,56.0,medium,high,58.0,55.0,55.0
2012,114068,59.0,medium,medium,58.0,55.0,55.0
2015,355362,66.0,medium,medium,56.0,74.0,72.0
2014,355362,66.0,medium,medium,55.0,73.0,71.0
2013,355362,64.0,medium,medium,55.0,73.0,71.0
2012,355362,58.0,medium,medium,54.0,63.0,57.0
2015,295068,58.0,medium,medium,54.0,60.0,63.0
2014,295068,56.0,medium,medium,54.0,60.0,59.0
2013,295068,56.0,medium,medium,54.0,60.0,59.0
2012,295068,52.0,medium,medium,28.0,51.0,47.0
2015,8800,61.0,medium,medium,67.0,60.0,61.0
2014,8800,62.0,medium,medium,66.0,59.0,63.0
2013,8800,62.0,medium,medium,66.0,61.0,63.0
2012,8800,60.0,medium,medium,66.0,61.0,63.0
2015,598091,59.0,medium,medium,62.0,55.0,59.0
2014,598091,57.0,medium,medium,61.0,54.0,59.0
2015,79160,73.0,medium,medium,46.0,60.0,44.0
2014,79160,67.0,medium,high,45.0,61.0,59.0
2013,79160,70.0,medium,high,45.0,62.0,61.0
2012,79160,72.0,medium,high,45.0,63.0,61.0
2015,29049,64.0,medium,medium,59.0,62.0,63.0
2014,29049,61.0,medium,medium,58.0,61.0,62.0
2013,29049,63.0,medium,medium,58.0,62.0,63.0
2012,29049,61.0,low,high,58.0,58.0,54.0
2015,23794,71.0,medium,medium,18.0,21.0,12.0
2014,23794,71.0,medium,medium,25.0,20.0,25.0
2013,23794,72.0,medium,medium,25.0,20.0,25.0
2012,23794,74.0,medium,medium,17.0,20.0,11.0
2015,512740,73.0,high,medium,69.0,75.0,77.0
2014,512740,65.0,medium,medium,58.0,70.0,72.0
2015,26005,80.0,high,medium,63.0,69.0,61.0
2014,26005,79.0,high,medium,62.0,67.0,58.0
2013,26005,80.0,high,medium,62.0,65.0,62.0
2012,26005,82.0,high,medium,62.0,65.0,62.0
2015,277348,59.0,medium,medium,14.0,19.0,17.0
2014,277348,56.0,medium,medium,25.0,25.0,25.0
2013,277348,56.0,medium,medium,25.0,25.0,25.0
2012,277348,56.0,medium,medium,13.0,18.0,16.0
2014,174630,56.0,low,medium,47.0,47.0,48.0
2013,174630,56.0,medium,medium,47.0,47.0,48.0
2012,174630,56.0,medium,medium,47.0,47.0,48.0
2015,181071,66.0,medium,medium,48.0,65.0,45.0
2014,181071,66.0,medium,medium,48.0,65.0,45.0
2013,181071,66.0,medium,medium,48.0,65.0,45.0
2012,181071,65.0,medium,medium,48.0,65.0,45.0
2015,434325,71.0,medium,medium,43.0,71.0,59.0
2014,434325,68.0,medium,medium,39.0,69.0,60.0
2013,434325,66.0,medium,medium,38.0,64.0,59.0
2012,434325,57.0,medium,medium,40.0,56.0,41.0
2015,36007,69.0,medium,high,64.0,67.0,62.0
2014,36007,70.0,medium,high,65.0,68.0,62.0
2013,36007,71.0,medium,high,65.0,68.0,62.0
2012,36007,69.0,medium,high,65.0,67.0,64.0
2015,264190,77.0,high,medium,74.0,77.0,84.0
2014,264190,76.0,high,medium,75.0,77.0,76.0
2013,264190,74.0,medium,low,73.0,76.0,76.0
2012,264190,61.0,medium,medium,57.0,70.0,68.0
2013,33857,67.0,high,medium,68.0,71.0,61.0
2012,33857,68.0,high,medium,68.0,71.0,61.0
2015,36479,66.0,medium,medium,9.0,19.0,19.0
2014,36479,68.0,medium,medium,25.0,30.0,25.0
2013,36479,68.0,medium,medium,25.0,28.0,25.0
2012,36479,64.0,medium,medium,8.0,28.0,18.0
2015,209225,74.0,medium,high,45.0,82.0,76.0
2014,209225,75.0,medium,high,44.0,81.0,79.0
2013,209225,74.0,high,medium,62.0,83.0,76.0
2012,209225,71.0,medium,medium,70.0,78.0,76.0
2015,281560,67.0,medium,low,34.0,60.0,56.0
2014,281560,65.0,medium,medium,33.0,59.0,55.0
2013,281560,66.0,medium,medium,33.0,63.0,59.0
2012,181192,64.0,medium,medium,62.0,61.0,63.0
2015,242877,66.0,medium,medium,40.0,56.0,35.0
2014,242877,64.0,medium,medium,39.0,55.0,34.0
2013,242877,64.0,medium,medium,39.0,54.0,34.0
2012,242877,63.0,medium,medium,39.0,54.0,34.0
2013,96852,68.0,medium,medium,59.0,72.0,63.0
2012,96852,68.0,medium,medium,59.0,72.0,63.0
2015,45294,71.0,medium,medium,72.0,70.0,68.0
2014,45294,70.0,medium,medium,73.0,73.0,70.0
2013,45294,65.0,medium,high,70.0,61.0,64.0
2012,45294,66.0,medium,medium,70.0,61.0,64.0
2015,280977,74.0,medium,medium,35.0,67.0,52.0
2014,280977,73.0,medium,medium,34.0,66.0,51.0
2013,280977,73.0,medium,medium,34.0,66.0,51.0
2012,280977,67.0,medium,medium,34.0,68.0,51.0
2015,130596,71.0,high,medium,64.0,71.0,75.0
2012,130596,71.0,high,medium,64.0,71.0,75.0
2015,385299,64.0,medium,medium,43.0,63.0,65.0
2015,40951,75.0,high,medium,73.0,76.0,76.0
2014,40951,67.0,medium,medium,70.0,67.0,65.0
2013,40951,65.0,medium,medium,73.0,66.0,66.0
2012,40951,70.0,medium,medium,73.0,70.0,68.0
2015,242882,74.0,medium,medium,78.0,76.0,72.0
2014,242882,68.0,medium,medium,60.0,72.0,69.0
2013,242882,71.0,medium,medium,60.0,73.0,70.0
2015,422812,71.0,medium,medium,60.0,72.0,73.0
2014,422812,71.0,medium,medium,57.0,71.0,72.0
2013,422812,72.0,medium,medium,57.0,71.0,72.0
2014,18549,70.0,high,medium,64.0,69.0,72.0
2013,18549,70.0,high,medium,64.0,69.0,72.0
2012,18549,72.0,medium,medium,67.0,72.0,76.0
2015,181375,65.0,medium,medium,60.0,69.0,66.0
2014,181375,66.0,medium,medium,60.0,69.0,66.0
2013,181375,67.0,medium,medium,60.0,69.0,66.0
2015,22421,65.0,medium,medium,31.0,52.0,37.0
2014,22421,65.0,medium,medium,31.0,52.0,37.0
2013,22421,70.0,medium,medium,31.0,54.0,37.0
2012,22421,65.0,medium,medium,28.0,49.0,35.0
2015,30871,81.0,medium,medium,61.0,84.0,72.0
2014,30871,80.0,medium,medium,61.0,84.0,70.0
2013,30871,80.0,medium,medium,61.0,84.0,70.0
2012,30871,79.0,medium,medium,60.0,84.0,70.0
2012,40937,72.0,medium,medium,7.0,25.0,12.0
2015,42579,69.0,medium,high,61.0,72.0,64.0
2014,42579,69.0,medium,high,61.0,72.0,64.0
2013,42579,71.0,medium,high,66.0,74.0,70.0
2012,42579,72.0,medium,high,68.0,75.0,67.0
2013,7628,57.0,high,medium,45.0,56.0,52.0
2012,7628,57.0,high,medium,45.0,56.0,52.0
2015,478393,72.0,medium,medium,54.0,70.0,64.0
2014,478393,70.0,medium,medium,53.0,69.0,61.0
2013,478393,60.0,medium,medium,53.0,57.0,56.0
2012,178788,65.0,medium,medium,63.0,61.0,60.0
2015,469216,59.0,medium,medium,55.0,65.0,64.0
2014,469216,56.0,high,low,54.0,60.0,58.0
2013,469216,56.0,high,low,54.0,60.0,58.0
2013,39483,64.0,medium,low,62.0,70.0,64.0
2012,39483,68.0,high,low,58.0,74.0,68.0
2012,30688,73.0,medium,medium,66.0,74.0,66.0
2015,110116,68.0,high,medium,62.0,59.0,59.0
2014,110116,66.0,high,medium,61.0,61.0,60.0
2013,110116,67.0,medium,medium,61.0,64.0,64.0
2012,110116,68.0,high,medium,63.0,64.0,60.0
2015,30876,73.0,medium,medium,44.0,62.0,61.0
2014,30876,74.0,medium,medium,62.0,75.0,68.0
2013,30876,76.0,high,medium,70.0,79.0,72.0
2012,30876,77.0,high,medium,79.0,79.0,72.0
2015,4939,57.0,medium,high,51.0,54.0,42.0
2014,4939,58.0,medium,high,50.0,53.0,41.0
2013,4939,58.0,medium,high,50.0,53.0,41.0
2012,4939,62.0,medium,high,36.0,50.0,41.0
2015,27276,63.0,low,medium,62.0,62.0,55.0
2014,27276,63.0,medium,medium,62.0,62.0,55.0
2013,27276,63.0,medium,medium,62.0,62.0,55.0
2012,27276,66.0,medium,medium,63.0,61.0,52.0
2012,209381,61.0,medium,medium,66.0,60.0,60.0
2013,46067,65.0,medium,medium,58.0,66.0,62.0
2012,46067,66.0,medium,medium,60.0,66.0,62.0
2015,410653,65.0,high,medium,69.0,68.0,66.0
2014,410653,66.0,high,medium,70.0,68.0,65.0
2013,410653,67.0,high,medium,73.0,70.0,67.0
2012,410653,61.0,high,medium,55.0,64.0,66.0
2015,27302,70.0,medium,medium,74.0,70.0,64.0
2014,27302,70.0,medium,medium,73.0,69.0,63.0
2013,27302,70.0,high,medium,73.0,69.0,63.0
2012,27302,71.0,high,medium,73.0,69.0,63.0
2015,31465,80.0,medium,medium,16.0,19.0,13.0
2014,31465,82.0,medium,medium,25.0,25.0,25.0
2013,31465,81.0,medium,medium,25.0,25.0,25.0
2012,31465,81.0,medium,medium,15.0,18.0,12.0
2014,41596,64.0,high,low,58.0,60.0,65.0
2013,41596,66.0,high,low,58.0,64.0,65.0
2012,41596,68.0,high,medium,59.0,67.0,65.0
2012,188558,63.0,medium,medium,67.0,68.0,69.0
2015,24229,79.0,medium,medium,13.0,25.0,13.0
2014,24229,79.0,medium,medium,25.0,24.0,25.0
2013,24229,79.0,medium,medium,25.0,24.0,25.0
2012,24229,79.0,medium,medium,12.0,24.0,12.0
2015,651112,61.0,medium,medium,27.0,58.0,38.0
2015,72707,72.0,medium,low,43.0,68.0,69.0
2014,72707,72.0,medium,low,42.0,71.0,67.0
2013,72707,73.0,medium,low,42.0,71.0,66.0
2012,72707,74.0,low,low,47.0,71.0,69.0
2015,21753,64.0,high,medium,72.0,64.0,65.0
2014,21753,68.0,high,medium,71.0,63.0,64.0
2013,21753,68.0,high,medium,72.0,63.0,64.0
2012,21753,68.0,high,medium,72.0,63.0,64.0
2015,198444,70.0,medium,medium,61.0,67.0,67.0
2014,198444,68.0,medium,medium,52.0,65.0,62.0
2013,198444,68.0,medium,medium,52.0,65.0,62.0
2012,198444,70.0,medium,medium,52.0,69.0,61.0
2015,37326,69.0,medium,medium,40.0,51.0,42.0
2014,37326,63.0,medium,medium,39.0,50.0,41.0
2015,33662,63.0,medium,medium,60.0,63.0,58.0
2014,33662,66.0,medium,medium,61.0,67.0,60.0
2013,33662,67.0,medium,medium,61.0,68.0,59.0
2012,33662,71.0,high,medium,67.0,72.0,67.0
2015,71780,73.0,medium,medium,57.0,68.0,43.0
2014,71780,70.0,medium,medium,54.0,68.0,51.0
2013,71780,69.0,medium,medium,54.0,65.0,51.0
2012,71780,69.0,medium,medium,54.0,66.0,53.0
2012,26449,65.0,high,medium,62.0,67.0,67.0
2015,27313,68.0,medium,medium,13.0,32.0,14.0
2014,27313,71.0,medium,medium,25.0,31.0,25.0
2013,27313,73.0,medium,medium,25.0,31.0,25.0
2012,27313,83.0,medium,medium,12.0,31.0,13.0
2015,178206,77.0,medium,medium,42.0,61.0,41.0
2014,178206,74.0,medium,medium,41.0,62.0,40.0
2013,178206,76.0,medium,medium,41.0,65.0,42.0
2012,178206,71.0,medium,medium,33.0,53.0,35.0
2015,26440,74.0,medium,high,53.0,68.0,57.0
2014,26440,72.0,medium,high,52.0,67.0,56.0
2013,26440,74.0,medium,high,52.0,70.0,57.0
2012,26440,76.0,medium,high,52.0,69.0,58.0
2015,514301,68.0,medium,medium,33.0,59.0,44.0
2014,514301,62.0,low,medium,34.0,55.0,30.0
2015,97752,69.0,medium,low,72.0,73.0,74.0
2014,97752,73.0,medium,low,72.0,76.0,76.0
2013,97752,75.0,medium,medium,76.0,77.0,81.0
2012,97752,75.0,medium,medium,76.0,77.0,80.0
2014,30703,73.0,medium,medium,25.0,26.0,25.0
2013,30703,75.0,medium,medium,25.0,26.0,25.0
2012,30703,75.0,medium,medium,10.0,26.0,16.0
2015,212815,79.0,medium,medium,19.0,22.0,20.0
2014,212815,74.0,medium,medium,25.0,21.0,25.0
2013,212815,72.0,medium,medium,25.0,21.0,25.0
2012,212815,68.0,medium,medium,18.0,21.0,19.0
2015,352392,69.0,medium,medium,65.0,63.0,64.0
2014,352392,65.0,medium,medium,64.0,63.0,59.0
2013,352392,64.0,medium,medium,64.0,61.0,56.0
2013,42898,67.0,medium,medium,11.0,23.0,12.0
2012,42898,67.0,medium,medium,11.0,23.0,12.0
2015,141115,70.0,high,medium,74.0,65.0,67.0
2014,141115,67.0,medium,medium,68.0,65.0,66.0
2013,141115,66.0,medium,medium,65.0,64.0,66.0
2012,141115,64.0,medium,medium,61.0,62.0,65.0
2015,432470,61.0,medium,medium,17.0,24.0,18.0
2014,432470,61.0,medium,medium,17.0,24.0,18.0
2013,432470,61.0,medium,medium,17.0,24.0,18.0
2015,450980,73.0,medium,medium,65.0,76.0,77.0
2014,450980,71.0,medium,medium,64.0,75.0,76.0
2013,450980,67.0,medium,medium,58.0,72.0,73.0
2015,408986,67.0,medium,medium,9.0,25.0,16.0
2014,408986,58.0,medium,medium,25.0,20.0,25.0
2015,289252,60.0,None,4,45.0,55.0,43.0
2014,289252,59.0,None,4,44.0,54.0,42.0
2013,289252,56.0,None,4,44.0,54.0,42.0
2012,289252,55.0,None,4,44.0,54.0,42.0
2015,465750,70.0,high,high,72.0,68.0,60.0
2014,465750,62.0,medium,medium,58.0,64.0,44.0
2015,158234,73.0,medium,medium,76.0,71.0,70.0
2014,158234,73.0,medium,medium,75.0,72.0,69.0
2013,158234,73.0,medium,medium,75.0,72.0,69.0
2012,158234,74.0,medium,medium,76.0,73.0,69.0
2015,42704,68.0,medium,medium,31.0,65.0,42.0
2014,42704,67.0,medium,medium,30.0,60.0,55.0
2013,42704,69.0,medium,medium,30.0,60.0,55.0
2012,42704,72.0,medium,medium,30.0,64.0,58.0
2014,37992,62.0,medium,medium,47.0,55.0,45.0
2015,427062,75.0,medium,high,62.0,64.0,60.0
2014,427062,68.0,medium,medium,58.0,62.0,57.0
2013,427062,69.0,medium,high,27.0,58.0,47.0
2014,40190,71.0,medium,high,71.0,74.0,70.0
2013,40190,73.0,medium,high,71.0,75.0,70.0
2012,40190,73.0,medium,high,70.0,77.0,71.0
2015,134236,77.0,medium,medium,76.0,81.0,74.0
2014,134236,77.0,medium,medium,76.0,82.0,75.0
2013,134236,80.0,medium,medium,82.0,84.0,77.0
2012,134236,82.0,medium,medium,79.0,84.0,81.0
2015,209442,69.0,high,medium,74.0,66.0,65.0
2014,209442,66.0,high,medium,73.0,65.0,64.0
2013,209442,66.0,high,medium,73.0,65.0,64.0
2015,614970,70.0,medium,medium,39.0,69.0,64.0
2015,183449,77.0,medium,medium,77.0,74.0,65.0
2014,183449,77.0,medium,medium,78.0,75.0,63.0
2013,183449,74.0,medium,medium,74.0,71.0,63.0
2012,183449,72.0,medium,medium,70.0,69.0,58.0
2013,24230,72.0,medium,medium,30.0,39.0,38.0
2012,24230,72.0,medium,medium,30.0,15.0,38.0
2015,117541,71.0,medium,low,57.0,74.0,73.0
2014,117541,72.0,medium,low,54.0,74.0,73.0
2013,117541,69.0,medium,low,61.0,74.0,73.0
2012,117541,68.0,medium,low,61.0,76.0,73.0
2015,361326,74.0,medium,medium,34.0,61.0,55.0
2014,232096,61.0,medium,medium,21.0,45.0,36.0
2013,232096,61.0,medium,medium,21.0,45.0,36.0
2015,141114,69.0,medium,medium,77.0,70.0,71.0
2014,141114,66.0,medium,medium,63.0,67.0,69.0
2013,141114,66.0,medium,medium,63.0,66.0,69.0
2012,141114,65.0,high,medium,62.0,65.0,70.0
2015,36380,69.0,medium,high,65.0,60.0,57.0
2014,36380,68.0,medium,high,64.0,59.0,57.0
2013,36380,68.0,medium,high,65.0,57.0,56.0
2012,36380,69.0,medium,high,65.0,62.0,63.0
2014,27554,66.0,medium,medium,37.0,52.0,45.0
2013,27554,66.0,medium,medium,37.0,52.0,45.0
2012,27554,63.0,medium,medium,37.0,52.0,37.0
2015,536579,62.0,high,medium,59.0,65.0,63.0
2014,536579,62.0,medium,high,57.0,65.0,63.0
2015,120560,64.0,medium,low,60.0,74.0,75.0
2014,120560,66.0,medium,medium,49.0,69.0,75.0
2013,120560,68.0,medium,medium,49.0,72.0,76.0
2012,120560,70.0,medium,medium,50.0,73.0,78.0
2015,37678,73.0,medium,medium,14.0,19.0,13.0
2014,37678,71.0,medium,medium,25.0,25.0,25.0
2013,37678,72.0,medium,medium,25.0,25.0,25.0
2012,37678,73.0,medium,medium,13.0,18.0,12.0
2015,303914,74.0,medium,medium,51.0,68.0,57.0
2014,303914,70.0,medium,medium,50.0,67.0,58.0
2013,303914,69.0,medium,medium,50.0,65.0,55.0
2012,303914,64.0,medium,medium,40.0,65.0,52.0
2015,36775,70.0,medium,medium,64.0,72.0,69.0
2014,36775,70.0,medium,medium,63.0,72.0,68.0
2013,36775,73.0,medium,high,65.0,72.0,68.0
2012,36775,73.0,medium,high,68.0,72.0,69.0
2015,26982,74.0,medium,medium,74.0,68.0,71.0
2014,26982,73.0,medium,high,75.0,74.0,73.0
2013,26982,73.0,medium,medium,75.0,73.0,72.0
2012,26982,70.0,high,medium,69.0,69.0,73.0
2015,160599,81.0,medium,medium,64.0,69.0,61.0
2014,160599,78.0,medium,medium,58.0,67.0,59.0
2013,160599,78.0,medium,medium,58.0,67.0,59.0
2012,160599,77.0,medium,medium,58.0,68.0,57.0
2015,41268,70.0,high,medium,52.0,66.0,63.0
2014,41268,72.0,high,medium,51.0,67.0,64.0
2013,41268,72.0,high,medium,51.0,70.0,64.0
2012,41268,71.0,high,medium,51.0,69.0,60.0
2015,410015,68.0,high,medium,64.0,65.0,66.0
2014,410015,64.0,high,medium,63.0,64.0,65.0
2013,410015,65.0,high,medium,63.0,64.0,65.0
2012,410015,61.0,medium,medium,60.0,58.0,64.0
2015,33433,68.0,high,medium,63.0,71.0,68.0
2014,33433,69.0,high,medium,67.0,71.0,69.0
2013,33433,69.0,medium,medium,67.0,72.0,69.0
2012,33433,70.0,medium,medium,67.0,72.0,69.0
2015,149006,68.0,medium,medium,53.0,70.0,68.0
2014,149006,67.0,medium,medium,52.0,68.0,66.0
2013,149006,66.0,medium,medium,52.0,68.0,66.0
2012,149006,67.0,medium,medium,47.0,66.0,65.0
2015,212881,74.0,high,high,75.0,75.0,72.0
2014,212881,74.0,high,high,60.0,74.0,77.0
2013,212881,71.0,high,high,57.0,74.0,72.0
2012,212881,69.0,medium,medium,57.0,74.0,70.0
2015,178781,76.0,medium,medium,79.0,81.0,80.0
2014,178781,72.0,medium,medium,69.0,77.0,77.0
2013,178781,72.0,medium,medium,69.0,77.0,76.0
2012,178781,69.0,medium,medium,55.0,72.0,73.0
2015,184449,59.0,medium,medium,32.0,41.0,24.0
2014,184449,57.0,medium,medium,31.0,40.0,23.0
2013,184449,56.0,medium,medium,31.0,38.0,21.0
2012,184449,56.0,medium,medium,31.0,38.0,21.0
2015,212370,69.0,medium,medium,25.0,53.0,33.0
2014,212370,67.0,medium,medium,24.0,54.0,32.0
2013,212370,67.0,medium,medium,34.0,54.0,32.0
2012,212370,63.0,medium,medium,34.0,57.0,50.0
2015,182962,72.0,high,medium,67.0,75.0,68.0
2014,182962,70.0,high,medium,66.0,74.0,67.0
2013,182962,67.0,medium,medium,61.0,73.0,58.0
2012,182962,67.0,medium,medium,61.0,73.0,58.0
2015,160713,77.0,medium,medium,74.0,80.0,79.0
2014,160713,75.0,medium,medium,73.0,79.0,78.0
2013,160713,75.0,medium,medium,75.0,80.0,78.0
2012,160713,78.0,high,medium,75.0,81.0,80.0
2012,37202,70.0,medium,low,75.0,72.0,73.0
2015,37069,73.0,high,high,54.0,72.0,65.0
2014,37069,73.0,high,medium,53.0,72.0,63.0
2013,37069,72.0,high,medium,51.0,72.0,62.0
2012,37069,71.0,high,medium,46.0,71.0,63.0
2015,49711,61.0,high,medium,39.0,51.0,56.0
2014,49711,60.0,high,medium,38.0,50.0,55.0
2015,181227,66.0,medium,high,65.0,67.0,65.0
2014,181227,66.0,medium,medium,64.0,66.0,64.0
2013,181227,66.0,medium,medium,64.0,68.0,64.0
2012,181227,71.0,medium,high,71.0,68.0,64.0
2015,24155,75.0,medium,medium,13.0,22.0,14.0
2014,24155,72.0,medium,medium,25.0,21.0,25.0
2013,24155,69.0,medium,medium,25.0,21.0,25.0
2012,24155,68.0,medium,medium,12.0,21.0,13.0
2015,45461,66.0,medium,medium,63.0,68.0,67.0
2014,45461,66.0,medium,medium,62.0,67.0,66.0
2013,45461,66.0,medium,medium,62.0,67.0,65.0
2012,45461,65.0,medium,medium,62.0,67.0,65.0
2015,28133,70.0,medium,medium,65.0,64.0,48.0
2014,28133,69.0,medium,medium,67.0,65.0,47.0
2013,28133,69.0,medium,medium,67.0,65.0,47.0
2012,28133,70.0,medium,medium,67.0,65.0,47.0
2015,24656,74.0,low,medium,76.0,82.0,66.0
2014,24656,75.0,low,medium,75.0,81.0,65.0
2013,24656,76.0,low,medium,69.0,78.0,67.0
2012,24656,77.0,medium,medium,69.0,78.0,73.0
2015,494435,65.0,medium,medium,58.0,69.0,71.0
2014,494435,64.0,medium,medium,57.0,68.0,70.0
2013,494435,57.0,medium,medium,38.0,57.0,53.0
2015,94658,64.0,medium,medium,12.0,21.0,13.0
2014,94658,66.0,medium,medium,25.0,31.0,25.0
2013,94658,67.0,medium,medium,25.0,31.0,25.0
2012,94658,67.0,medium,medium,11.0,31.0,12.0
2015,149260,63.0,medium,medium,11.0,27.0,15.0
2015,303899,69.0,medium,low,58.0,74.0,74.0
2014,303899,65.0,medium,medium,57.0,71.0,72.0
2013,303899,66.0,medium,medium,57.0,76.0,77.0
2012,303899,63.0,medium,medium,57.0,75.0,70.0
2015,22994,62.0,low,low,62.0,62.0,58.0
2014,22994,62.0,medium,low,61.0,65.0,62.0
2013,22994,63.0,medium,medium,61.0,63.0,62.0
2012,22994,63.0,medium,medium,62.0,68.0,66.0
2015,33473,75.0,medium,medium,12.0,19.0,14.0
2014,33473,76.0,medium,medium,25.0,29.0,25.0
2013,33473,76.0,medium,medium,25.0,29.0,25.0
2012,33473,76.0,medium,medium,11.0,29.0,13.0
2014,150518,59.0,medium,medium,52.0,61.0,52.0
2013,150518,59.0,medium,medium,52.0,61.0,52.0
2012,150518,62.0,medium,medium,55.0,66.0,55.0
2015,243828,64.0,medium,medium,59.0,67.0,61.0
2014,243828,64.0,medium,medium,62.0,68.0,60.0
2013,243828,67.0,medium,medium,62.0,73.0,58.0
2012,243828,68.0,medium,high,62.0,73.0,58.0
2015,7604,66.0,medium,medium,68.0,67.0,63.0
2015,38353,62.0,medium,medium,57.0,65.0,57.0
2014,38353,62.0,medium,medium,60.0,68.0,62.0
2013,38353,64.0,medium,medium,60.0,67.0,62.0
2012,38353,64.0,medium,medium,55.0,70.0,68.0
2015,160906,69.0,medium,medium,39.0,65.0,59.0
2014,160906,65.0,high,medium,38.0,64.0,58.0
2015,212695,69.0,high,medium,42.0,68.0,50.0
2014,212695,69.0,medium,medium,41.0,72.0,67.0
2013,212695,64.0,medium,medium,41.0,66.0,59.0
2015,11024,67.0,medium,medium,23.0,12.0,22.0
2015,80128,70.0,medium,medium,59.0,68.0,54.0
2014,80128,72.0,medium,medium,64.0,73.0,63.0
2013,80128,72.0,medium,medium,64.0,74.0,63.0
2015,361749,67.0,medium,medium,62.0,64.0,65.0
2014,361749,64.0,medium,medium,61.0,63.0,64.0
2013,361749,62.0,medium,medium,61.0,58.0,64.0
2015,39350,63.0,medium,low,48.0,65.0,45.0
2014,39350,63.0,medium,low,48.0,65.0,45.0
2012,39350,63.0,medium,low,48.0,65.0,45.0
2015,277536,60.0,medium,medium,43.0,59.0,63.0
2014,277536,60.0,medium,medium,43.0,59.0,63.0
2013,277536,60.0,medium,medium,43.0,59.0,63.0
2012,277536,56.0,medium,medium,45.0,58.0,62.0
2015,201934,71.0,medium,medium,48.0,64.0,63.0
2014,201934,73.0,medium,medium,47.0,63.0,61.0
2013,201934,71.0,medium,high,47.0,65.0,63.0
2012,201934,72.0,medium,medium,21.0,64.0,59.0
2014,12209,64.0,medium,medium,25.0,20.0,25.0
2013,12209,64.0,medium,medium,25.0,20.0,25.0
2012,12209,65.0,medium,medium,11.0,20.0,16.0
2014,167609,59.0,medium,medium,30.0,53.0,52.0
2015,69803,74.0,medium,medium,47.0,70.0,69.0
2014,69803,74.0,medium,medium,43.0,68.0,67.0
2013,69803,75.0,medium,medium,43.0,68.0,67.0
2012,69803,76.0,medium,medium,43.0,68.0,67.0
2015,150292,67.0,medium,medium,36.0,64.0,56.0
2014,150292,69.0,medium,medium,36.0,66.0,58.0
2013,150292,73.0,medium,medium,36.0,68.0,63.0
2012,150292,74.0,medium,medium,36.0,73.0,68.0
2015,193978,78.0,medium,high,52.0,84.0,74.0
2014,193978,75.0,medium,high,51.0,82.0,69.0
2013,193978,75.0,medium,high,53.0,76.0,73.0
2012,193978,75.0,medium,medium,49.0,73.0,61.0
2015,52243,75.0,medium,high,64.0,74.0,66.0
2014,52243,71.0,medium,high,63.0,70.0,57.0
2013,52243,73.0,medium,high,64.0,71.0,59.0
2012,52243,74.0,medium,high,66.0,73.0,69.0
2015,31435,80.0,high,high,77.0,85.0,84.0
2014,31435,80.0,high,high,77.0,85.0,84.0
2013,31435,80.0,high,medium,79.0,85.0,84.0
2012,31435,80.0,medium,low,80.0,85.0,84.0
2013,30689,78.0,medium,medium,66.0,65.0,47.0
2012,30689,77.0,medium,medium,66.0,65.0,47.0
2015,156175,75.0,medium,medium,13.0,13.0,14.0
2014,156175,75.0,medium,medium,25.0,25.0,25.0
2013,156175,71.0,medium,medium,25.0,25.0,25.0
2015,488445,60.0,high,medium,33.0,59.0,52.0
2014,39798,64.0,medium,high,59.0,55.0,57.0
2013,39798,64.0,medium,high,59.0,55.0,57.0
2012,39798,66.0,medium,medium,59.0,69.0,59.0
2015,13551,69.0,high,medium,74.0,66.0,64.0
2014,13551,68.0,high,medium,74.0,66.0,63.0
2013,13551,67.0,medium,medium,74.0,62.0,63.0
2012,13551,61.0,medium,medium,54.0,43.0,58.0
2015,158284,66.0,medium,low,66.0,60.0,74.0
2014,158284,65.0,medium,low,63.0,65.0,72.0
2013,158284,64.0,medium,low,63.0,65.0,66.0
2012,158284,67.0,medium,low,64.0,69.0,71.0
2015,69085,62.0,medium,low,43.0,63.0,63.0
2013,69085,61.0,medium,low,43.0,63.0,63.0
2012,69085,50.0,medium,low,43.0,63.0,63.0
2015,69266,61.0,medium,medium,56.0,43.0,42.0
2014,69266,61.0,medium,medium,56.0,43.0,42.0
2013,69266,59.0,medium,medium,56.0,43.0,42.0
2012,69266,61.0,medium,medium,53.0,43.0,42.0
2015,172896,64.0,high,medium,54.0,62.0,60.0
2014,172896,63.0,high,medium,50.0,57.0,47.0
2013,172896,60.0,medium,medium,50.0,57.0,47.0
2012,172896,56.0,medium,medium,40.0,52.0,45.0
2015,69244,70.0,medium,high,61.0,66.0,65.0
2014,69244,69.0,high,high,60.0,63.0,62.0
2013,69244,68.0,medium,medium,60.0,63.0,62.0
2012,69244,68.0,medium,high,35.0,59.0,52.0
2015,306174,69.0,high,medium,75.0,63.0,61.0
2014,306174,65.0,high,medium,70.0,51.0,43.0
2013,306174,63.0,high,medium,65.0,51.0,43.0
2012,306174,55.0,medium,high,28.0,34.0,26.0
2013,429899,49.0,medium,medium,37.0,45.0,47.0
2015,34225,70.0,high,medium,68.0,76.0,77.0
2014,34225,69.0,medium,medium,67.0,76.0,74.0
2013,34225,68.0,medium,medium,65.0,67.0,69.0
2012,34225,69.0,medium,medium,63.0,68.0,72.0
2015,35906,71.0,medium,medium,16.0,22.0,12.0
2014,35906,73.0,medium,medium,25.0,21.0,25.0
